,num_cts,num_lakes,budget,ZR_1st,ZR,BZR_1st,BZR,OSW,bound_ZR,bound_BZR,Cuts_ZR,Cuts_BZR_total,Cuts_BZR,Ad_Cuts_BZR,ZR_1st_T,ZR_T,BZR_1st_T,BZR_T,num_PNEs_ZR,num_PNEs_BZR,Status_ZR,Status_BZR,BRD(0),BRD(OSW),BRD(0)_T,BRD(OSW)_T,it_BRD(0),it_BRD(OSW),num_infested_lakes
Total,84,9103,435,,0,760471,761395,887739,861722.4869,861722.4869,363,363,363,0,,3600.812321,790.6980526,3601.131956,0,5,9,9,758805,761395,425.3551314,586.4525149,5,7,
